Rating,Weak_foot,Skill_Moves,Potential,ValueUnified
61,4,2,57,60000
79,3,2,79,5000000
77,4,3,74,6000000
74,4,3,73,3700000
74,3,2,74,1700000
68,2,1,68,575000
64,2,2,64,300000
64,2,1,63,220000
61,3,3,72,500000
72,2,2,71,1600000
81,2,2,81,10000000
76,4,4,76,7000000
75,4,2,74,5500000
62,2,1,62,170000
63,3,2,63,325000
76,3,1,77,5500000
72,2,3,73,3200000
64,2,1,64,300000
72,4,4,73,3800000
66,3,2,66,600000
71,4,2,71,2400000
63,3,3,63,180000
65,3,2,66,500000
65,3,2,65,425000
64,2,2,66,425000
74,4,2,73,3100000
69,2,2,67,375000
74,3,1,75,4400000
75,3,3,72,1800000
66,4,2,67,550000
71,4,3,71,1600000
61,2,2,61,140000
71,3,2,71,1600000
68,3,3,67,650000
67,4,4,67,675000
82,4,3,84,28000000
82,4,3,82,20500000
72,2,1,73,2600000
69,4,2,69,950000
69,4,2,69,450000
92,4,1,92,61000000
66,3,2,65,550000
63,3,2,64,450000
80,3,2,80,8000000
75,3,4,74,3400000
71,3,2,71,1800000
68,2,2,68,700000
72,2,2,72,2400000
68,4,3,68,850000
70,3,2,69,800000
64,2,1,66,425000
76,3,3,75,4800000
80,3,2,80,10500000
65,3,2,65,550000
69,3,1,67,450000
78,4,3,75,6500000
75,4,2,74,4100000
70,4,3,70,1700000
85,3,1,85,24500000
71,3,2,72,2300000
74,4,3,74,4300000
89,4,3,90,77000000
73,3,2,72,1800000
75,3,1,75,3400000
75,4,3,77,7000000
70,3,2,67,575000
65,3,2,64,375000
68,3,4,66,675000
73,3,3,73,4000000
72,2,3,71,2400000
72,3,3,71,2000000
73,2,2,76,4200000
67,4,3,67,800000
82,1,3,83,17000000
66,2,3,63,375000
65,3,2,65,500000
69,2,1,71,1400000
73,3,2,74,3200000
75,3,2,74,2300000
80,4,3,79,11000000
88,1,1,88,38000000
70,3,3,71,2300000
72,3,3,71,2200000
70,3,2,70,725000
74,4,3,73,3100000
78,2,3,78,7500000
71,2,3,71,1900000
78,2,2,78,7500000
82,2,1,82,13500000
72,3,4,73,3900000
66,2,2,66,425000
80,2,1,79,8000000
77,3,3,77,8000000
80,3,2,80,10000000
87,2,4,87,44000000
73,2,3,72,975000
75,3,3,74,5000000
73,3,3,73,1300000
73,3,2,73,0
65,3,3,64,425000
77,4,2,76,4400000
68,3,2,68,600000
78,3,3,78,7000000
86,3,2,86,25500000
74,3,3,75,5500000
71,3,2,71,1700000
63,2,2,63,270000
74,3,3,74,5500000
87,3,3,87,48500000
76,4,3,75,6000000
70,3,3,70,1700000
74,3,2,74,3700000
69,3,4,70,600000
67,4,2,67,100000
74,3,3,74,3200000
69,3,4,64,240000
75,3,4,75,6500000
73,3,3,72,2700000
77,1,1,74,3800000
69,3,3,71,1900000
73,4,3,73,1800000
71,2,4,71,1600000
70,3,3,73,2200000
71,3,2,70,1700000
67,4,3,66,600000
68,4,3,68,775000
76,2,2,77,6000000
63,3,3,63,290000
71,3,2,73,3000000
62,3,1,64,300000
78,4,1,78,6500000
54,2,1,54,20000
60,3,2,59,100000
81,4,4,80,0
66,4,2,66,90000
67,3,2,66,260000
76,2,4,77,9000000
77,2,3,76,7500000
74,3,3,74,5500000
76,4,4,73,0
67,3,1,73,2700000
72,3,2,73,2600000
71,3,2,71,1800000
73,3,3,73,2900000
68,3,3,68,270000
74,3,2,75,3100000
73,4,2,72,1800000
62,3,2,63,270000
64,3,2,64,170000
67,2,1,70,1100000
82,2,4,82,22500000
69,3,1,69,0
74,3,2,72,2200000
73,3,2,73,1600000
66,4,3,66,600000
65,2,2,65,525000
66,3,3,66,575000
69,2,2,67,450000
66,3,3,66,625000
70,2,3,68,750000
67,3,2,67,500000
60,4,2,60,160000
61,3,2,61,170000
63,4,2,63,350000
67,3,1,69,700000
70,3,3,70,1800000
69,4,2,70,1400000
66,3,1,66,260000
61,3,2,61,140000
62,3,2,63,270000
68,4,4,68,875000
70,2,3,69,750000
67,3,2,67,550000
71,3,3,71,2400000
79,2,2,79,10000000
77,4,2,73,3800000
71,3,3,71,2300000
81,3,3,83,21000000
81,3,2,79,10000000
75,3,2,75,4800000
67,3,1,63,220000
77,3,2,77,7000000
70,3,2,69,800000
65,3,2,65,375000
65,3,2,65,425000
60,2,2,60,200000
74,3,2,75,4800000
70,3,3,70,1700000
64,3,3,64,425000
69,4,3,67,750000
75,3,1,73,2600000
65,3,3,65,400000
80,3,2,80,12000000
78,4,2,79,9500000
72,3,2,74,3800000
75,3,3,74,3600000
68,3,2,66,500000
74,3,2,74,4400000
77,4,3,76,8000000
61,3,3,66,325000
67,3,2,67,575000
73,3,3,74,4800000
71,3,3,71,1100000
70,3,2,70,1400000
63,3,2,63,375000
62,3,2,65,425000
64,3,3,64,450000
67,3,3,67,775000
66,3,2,65,400000
72,3,3,70,1800000
71,5,4,71,2300000
66,3,1,69,700000
65,3,2,65,400000
71,3,2,71,1900000
65,3,3,65,525000
61,2,3,61,260000
67,3,2,67,600000
70,3,2,70,1400000
75,3,1,74,3600000
65,2,2,64,325000
59,3,2,58,120000
68,4,3,67,600000
74,3,2,74,4400000
66,3,2,65,425000
59,3,1,61,160000
62,3,2,64,350000
75,3,2,76,4400000
58,3,1,56,70000
70,3,2,68,675000
71,3,3,70,1700000
73,4,2,70,1500000
76,3,2,76,6000000
67,2,2,67,600000
70,3,2,72,1400000
70,2,2,69,575000
81,2,4,83,18500000
81,4,4,79,13000000
80,4,3,81,16500000
69,3,1,68,525000
68,4,3,68,700000
83,3,2,83,19000000
71,3,2,70,1200000
69,2,2,69,775000
66,3,3,66,550000
73,3,3,74,5000000
74,3,3,72,2900000
67,2,2,66,475000
67,4,2,67,650000
78,2,1,78,7000000
67,3,2,70,800000
69,2,1,68,550000
60,3,2,61,170000
67,3,1,67,500000
78,3,3,79,10000000
69,3,3,68,900000
67,3,3,67,600000
85,2,2,85,28500000
74,3,3,72,2100000
71,4,2,70,1200000
76,3,2,75,2600000
71,3,3,69,700000
72,3,2,72,2000000
71,3,3,69,450000
72,3,2,67,600000
68,3,2,68,100000
68,3,2,69,325000
66,3,1,66,40000
69,3,1,71,775000
72,3,2,71,900000
69,3,3,69,1000000
63,3,3,65,475000
69,3,2,69,700000
73,3,2,73,2600000
76,3,2,76,5000000
69,3,3,69,1000000
63,3,2,63,270000
74,3,3,73,3700000
70,3,3,68,650000
69,3,2,69,825000
76,3,2,76,5000000
65,2,1,65,325000
67,5,3,67,750000
71,4,3,69,550000
67,3,1,67,450000
69,3,2,68,500000
81,3,3,81,17000000
67,2,2,67,525000
65,4,2,66,650000
67,3,3,69,600000
77,2,3,77,6500000
65,3,2,65,400000
67,3,2,67,300000
72,3,2,72,1800000
83,3,2,79,5000000
63,2,2,63,290000
73,4,4,74,4500000
75,3,2,75,2000000
71,3,2,72,2400000
83,2,4,82,23500000
77,2,3,76,6000000
85,4,3,87,48500000
65,3,3,65,525000
75,2,2,75,4900000
80,2,3,80,13500000
68,3,2,68,675000
83,4,2,82,6500000
64,3,2,64,425000
72,3,3,71,1200000
65,3,2,66,500000
67,3,3,67,700000
78,3,3,75,6500000
72,4,2,71,1900000
63,3,2,63,350000
67,2,2,65,425000
63,2,3,65,525000
70,3,1,72,1800000
70,3,3,69,1000000
74,2,2,75,4400000
77,3,2,77,6000000
59,4,3,60,120000
66,4,3,66,600000
67,2,2,67,180000
65,3,3,63,350000
74,3,2,74,2300000
67,3,2,66,475000
69,3,3,69,1000000
75,3,3,74,4300000
72,3,2,73,3000000
79,3,3,79,11000000
72,3,3,71,1600000
78,3,3,77,7500000
71,3,2,69,775000
82,4,4,81,17500000
59,3,2,60,150000
68,3,2,67,600000
68,2,1,68,550000
78,5,1,78,7000000
68,3,2,68,675000
74,4,3,74,5500000
71,3,2,71,1800000
77,4,3,77,8000000
64,3,3,72,675000
67,3,2,67,450000
75,2,2,76,5000000
74,3,2,74,4200000
75,3,2,75,4500000
78,5,3,79,11500000
76,4,2,75,4500000
80,4,2,80,10500000
71,5,2,70,1000000
71,4,3,70,1300000
66,3,2,66,525000
67,3,2,68,375000
69,3,2,69,600000
71,3,2,71,1400000
69,4,2,68,900000
68,4,3,69,975000
74,4,3,74,5500000
71,3,2,73,2200000
80,3,3,80,14500000
71,3,2,72,2500000
61,2,2,63,290000
76,2,1,76,5500000
68,3,2,66,675000
69,3,2,69,800000
63,3,2,64,425000
64,4,2,64,325000
79,2,2,77,6500000
71,3,2,71,1800000
67,3,2,67,525000
73,3,3,73,3500000
74,5,4,73,3100000
62,3,3,61,240000
77,3,1,77,3600000
73,3,2,73,3000000
72,3,3,72,3000000
73,3,2,73,3800000
83,2,1,82,14000000
69,4,3,69,1100000
71,3,2,71,1600000
75,4,3,75,6000000
70,4,3,69,1100000
69,3,3,68,875000
77,3,2,77,6000000
65,1,1,66,425000
72,3,2,71,1800000
75,5,2,76,5000000
83,3,2,85,28500000
85,3,2,86,34500000
74,3,3,72,3000000
72,3,2,71,1400000
67,3,1,67,0
72,3,3,72,3100000
69,3,3,69,900000
74,3,2,73,2500000
76,4,1,75,3800000
72,3,2,72,2200000
70,3,3,69,1100000
78,4,4,81,12500000
69,3,2,67,575000
77,4,4,77,8500000
67,3,2,64,260000
69,4,3,70,1700000
69,3,2,69,800000
70,3,1,70,0
73,3,3,73,3900000
76,4,2,76,6500000
71,3,3,71,2200000
67,3,3,67,725000
68,3,3,71,2000000
71,3,3,73,3900000
73,3,2,72,2100000
62,3,3,59,120000
81,3,2,81,13000000
65,3,2,65,375000
77,3,2,76,5500000
79,3,2,80,10500000
86,4,4,85,33000000
69,2,2,67,550000
81,4,4,80,14000000
76,3,3,75,4400000
64,2,2,67,220000
80,5,3,79,9000000
74,4,3,73,3400000
71,3,2,70,1100000
67,3,2,67,230000
58,4,2,59,80000
68,3,3,66,625000
75,4,3,75,5000000
79,3,1,80,9500000
70,3,1,71,1500000
79,2,1,81,12000000
80,2,2,80,11500000
72,4,3,71,2200000
77,3,4,75,6500000
70,4,4,67,800000
68,2,2,68,675000
73,5,2,71,1900000
71,4,3,70,1300000
78,4,3,79,12000000
65,3,2,68,575000
66,3,2,66,625000
58,3,2,58,90000
70,3,2,70,1400000
79,3,2,80,11000000
73,4,4,74,5500000
68,2,1,70,725000
68,3,1,69,725000
62,3,3,62,300000
76,2,2,77,7000000
76,3,3,76,8000000
70,3,2,70,1400000
68,3,3,68,875000
68,2,2,68,675000
67,3,3,67,750000
69,3,3,68,875000
68,3,2,68,675000
70,2,3,69,900000
68,3,2,69,775000
70,3,2,69,850000
90,3,4,89,69500000
67,2,2,67,625000
75,3,2,74,4400000
71,4,2,71,2000000
63,3,3,64,450000
83,3,2,83,14500000
60,3,2,60,200000
68,3,2,67,600000
76,3,3,75,6500000
67,2,2,66,500000
64,3,4,66,650000
77,3,1,77,4500000
70,3,3,70,1800000
66,4,3,67,800000
62,3,2,62,300000
66,3,1,68,550000
67,3,2,67,625000
80,4,4,80,14500000
69,3,2,69,600000
63,4,2,63,0
66,3,1,64,180000
76,3,3,75,5000000
76,3,2,76,0
69,3,2,69,850000
69,3,2,68,375000
74,3,1,74,0
83,3,1,82,9000000
78,4,5,78,9000000
67,3,2,66,475000
73,3,3,74,4200000
70,4,3,69,1100000
69,3,3,70,725000
68,3,3,68,925000
77,3,2,75,5000000
71,3,2,72,725000
68,2,3,68,250000
70,3,1,66,260000
71,4,3,71,0
77,3,3,77,9000000
73,4,2,73,3200000
78,3,3,80,14000000
73,3,3,73,2400000
67,3,3,68,0
74,2,2,73,1600000
59,3,1,59,100000
67,4,2,67,0
69,3,2,70,1000000
78,3,2,77,2100000
71,3,2,71,1400000
71,4,4,71,1400000
75,4,3,73,3900000
70,4,3,70,1600000
78,2,2,76,5500000
70,3,2,74,1400000
72,3,2,73,3700000
72,2,1,72,2200000
73,4,2,72,2500000
68,3,1,69,725000
69,3,2,67,575000
85,4,4,86,43000000
64,3,2,62,220000
75,2,2,75,4900000
71,3,3,71,2100000
71,2,3,71,2300000
69,4,3,71,2500000
76,4,2,76,7500000
72,3,3,71,2100000
71,3,3,71,1300000
69,3,3,68,875000
75,3,3,74,4500000
68,3,2,67,425000
76,4,3,75,6000000
73,3,2,74,4200000
66,2,2,65,210000
75,2,1,72,2000000
72,4,3,66,400000
79,3,3,80,14000000
76,4,3,76,8000000
67,3,2,66,500000
67,4,3,66,400000
67,4,3,67,525000
69,3,3,71,2300000
72,3,3,72,1600000
76,4,3,76,8000000
68,2,2,67,525000
65,2,3,65,550000
80,3,2,79,9500000
74,4,3,70,1800000
80,3,2,80,11500000
68,3,2,65,400000
74,2,1,72,1800000
69,3,2,71,1700000
66,2,2,64,325000
76,3,3,74,3000000
68,3,2,69,700000
68,3,2,66,425000
79,4,4,80,11500000
74,2,2,74,3200000
70,3,1,70,1000000
68,3,3,67,725000
66,2,2,66,600000
70,2,3,70,0
74,4,3,72,2800000
75,3,3,74,5500000
70,1,1,64,110000
68,1,1,68,60000
67,3,4,68,725000
69,3,2,68,120000
75,4,3,75,6000000
73,2,4,73,2600000
79,3,1,79,9000000
76,3,3,75,5500000
68,3,2,69,850000
80,3,3,79,13000000
68,3,2,68,575000
92,4,4,92,97000000
83,3,3,83,25000000
69,3,3,69,1100000
70,3,2,70,1000000
78,3,3,78,9500000
71,3,3,72,3000000
89,2,4,88,60000000
86,4,4,87,38000000
70,3,3,69,1000000
76,3,3,75,4800000
71,2,2,72,2100000
68,4,2,69,975000
79,2,2,79,8500000
71,2,2,71,1600000
79,4,3,80,0
83,5,3,83,16500000
63,2,1,70,750000
72,4,2,71,2200000
76,4,3,73,3900000
74,4,2,75,6500000
69,3,4,68,900000
63,4,2,63,240000
71,4,3,70,1800000
72,3,2,72,2300000
67,2,2,67,575000
75,3,4,76,4700000
72,4,3,72,0
73,3,2,72,1300000
81,3,3,80,12500000
68,3,3,67,725000
80,3,2,80,13500000
70,3,2,69,1100000
73,3,3,73,2900000
78,3,3,79,12000000
79,2,4,77,8000000
72,3,2,74,3800000
81,4,4,80,15000000
67,2,1,73,2600000
70,2,2,70,1600000
89,4,4,89,57000000
69,4,2,69,1000000
76,3,2,76,6000000
66,2,2,65,425000
69,3,2,69,700000
70,3,2,70,1300000
72,2,2,70,1600000
74,4,3,74,3000000
70,3,2,69,700000
69,3,5,67,675000
76,3,2,76,5000000
79,4,3,79,12500000
66,3,2,65,500000
71,2,2,70,1400000
70,2,3,70,0
72,2,3,72,3000000
73,3,2,73,2700000
68,3,3,68,600000
64,3,2,65,375000
68,3,3,66,0
67,2,1,67,475000
68,3,3,65,210000
66,3,2,64,425000
67,3,4,67,475000
81,3,4,81,14000000
66,2,1,66,90000
63,3,2,64,400000
82,3,2,85,25500000
66,3,2,63,290000
73,3,2,71,1800000
64,3,2,65,160000
85,4,4,84,29500000
65,3,3,68,775000
73,4,3,73,2300000
63,3,2,63,290000
65,2,2,65,300000
70,4,2,72,2400000
82,3,4,82,0
65,3,2,65,475000
64,3,2,68,675000
72,2,2,74,4200000
82,3,2,83,20000000
81,4,2,81,13500000
62,2,2,62,230000
63,4,2,62,280000
73,2,1,73,2700000
66,3,2,67,600000
76,3,2,76,5000000
74,4,2,73,3400000
67,4,2,67,600000
67,4,3,66,600000
69,3,1,69,525000
84,3,2,84,23000000
80,4,2,79,9500000
70,3,2,70,1000000
68,4,2,70,1300000
72,3,3,71,1800000
76,4,3,76,7000000
77,3,2,76,6000000
72,3,2,72,2100000
71,3,4,72,2700000
66,3,2,67,525000
66,2,3,64,400000
79,4,4,77,8000000
70,2,2,69,575000
77,4,4,77,8500000
72,4,2,72,2300000
77,2,2,79,9500000
64,3,2,65,550000
82,3,2,82,20500000
80,3,2,80,9500000
68,3,2,68,675000
85,3,2,86,36000000
63,3,2,64,425000
72,3,1,73,2500000
72,3,3,72,3000000
80,2,1,80,9500000
66,4,2,66,475000
76,4,3,76,7500000
66,2,1,66,400000
75,3,3,72,3100000
83,4,1,84,21000000
58,3,2,69,725000
65,3,2,63,350000
63,3,3,63,350000
73,3,3,73,4000000
70,3,2,67,500000
79,3,1,80,10000000
67,2,3,69,700000
60,3,2,63,350000
63,3,2,63,240000
68,3,2,68,375000
73,3,3,72,2400000
67,2,2,67,450000
75,3,2,73,3000000
68,3,3,69,850000
62,2,2,62,230000
71,3,3,71,2300000
69,2,2,67,600000
65,2,2,64,325000
69,2,3,69,825000
64,2,2,64,170000
67,3,4,69,1000000
72,3,3,72,3100000
69,4,4,69,1000000
69,4,3,68,850000
72,2,2,72,2400000
71,3,2,71,1600000
77,3,3,76,7500000
76,3,3,74,5500000
71,3,3,71,2200000
75,3,2,74,5500000
71,3,2,71,1800000
69,3,2,70,1000000
62,3,2,64,260000
75,3,3,75,3800000
69,3,1,69,675000
83,2,1,83,17500000
68,3,3,68,875000
71,1,1,72,1800000
71,2,2,70,1400000
73,4,4,72,2900000
72,3,2,74,4200000
75,3,2,74,3800000
69,3,3,68,850000
76,2,2,76,6000000
76,4,3,78,10000000
81,2,1,81,11500000
73,3,3,73,3900000
85,3,3,84,30500000
73,3,4,74,5500000
77,3,2,77,9500000
71,3,2,71,1400000
74,3,2,73,1600000
71,3,3,71,1700000
70,3,3,68,700000
72,3,2,72,2400000
67,1,1,65,375000
65,3,2,65,550000
69,3,2,69,775000
75,2,2,78,9500000
68,4,2,66,525000
76,2,2,74,3800000
70,3,3,70,0
71,4,2,69,700000
69,3,3,67,750000
67,2,1,68,375000
78,3,2,76,7500000
67,3,2,66,500000
68,4,2,68,575000
82,3,3,82,22000000
69,3,3,70,1800000
76,3,3,76,5000000
75,3,2,73,2900000
73,2,2,73,2700000
72,3,3,70,1100000
74,3,4,76,7500000
72,3,3,73,4000000
69,3,3,70,1300000
80,4,3,80,14500000
67,3,2,69,500000
66,4,3,66,650000
72,3,2,72,2300000
69,3,3,67,600000
81,5,3,78,8000000
74,4,4,74,5500000
80,3,2,82,9000000
67,3,2,67,290000
62,2,1,59,80000
75,3,4,75,6500000
67,3,2,67,525000
78,4,2,77,8500000
80,4,4,80,14500000
71,4,2,71,1600000
75,3,2,74,2200000
74,4,2,73,550000
73,3,2,72,1200000
68,2,1,68,625000
69,3,2,68,850000
70,2,3,71,1800000
73,3,3,73,3600000
67,3,3,67,700000
63,2,1,62,190000
74,3,2,73,3700000
70,4,2,69,1100000
68,3,3,68,800000
83,3,2,82,21500000
69,3,2,69,1000000
86,3,3,86,42500000
68,3,3,68,875000
68,4,2,70,1700000
84,4,4,83,25500000
68,2,2,68,650000
73,1,1,73,2600000
76,2,2,75,5500000
62,4,2,62,200000
72,2,2,71,1900000
66,3,2,66,0
68,3,2,68,700000
65,3,3,66,475000
69,4,3,69,925000
75,3,2,74,4600000
88,3,2,88,48000000
73,3,2,75,5000000
76,3,3,76,7500000
77,3,2,78,8000000
61,3,2,61,250000
74,3,4,73,4300000
70,3,2,73,2700000
67,2,2,67,750000
75,4,2,75,4400000
84,3,1,85,25000000
67,3,1,67,0
69,4,3,69,1000000
62,3,2,62,240000
65,2,2,63,290000
71,2,2,73,2600000
71,3,2,72,2100000
72,3,2,74,2300000
71,3,3,71,2400000
81,3,4,77,8500000
71,3,2,71,1800000
69,3,3,71,1200000
66,4,2,69,825000
76,4,4,75,6500000
75,3,1,75,4500000
66,2,2,65,280000
74,3,2,76,8000000
76,3,3,76,8000000
71,5,3,72,2900000
62,2,1,66,375000
74,2,3,73,4000000
76,3,4,74,4400000
72,4,4,72,2700000
70,4,4,70,1800000
72,3,3,72,3000000
61,3,2,63,375000
69,3,3,71,2200000
66,4,2,65,575000
81,3,2,82,16000000
69,2,2,67,600000
70,5,3,68,650000
68,3,3,67,775000
71,4,3,70,1800000
69,3,3,69,825000
72,3,3,72,2200000
68,3,1,67,500000
70,3,2,71,1600000
68,3,3,66,575000
76,2,3,76,6000000
71,3,2,71,1300000
65,4,2,63,240000
64,2,3,62,200000
72,3,3,70,1800000
65,2,2,66,525000
71,3,2,71,2400000
60,3,2,60,210000
73,3,2,77,9000000
64,3,2,63,270000
77,3,2,77,7000000
69,3,3,67,450000
84,2,1,85,25000000
84,3,2,83,20000000
76,4,2,78,8000000
68,3,2,68,700000
67,3,2,67,725000
68,3,2,67,550000
70,3,2,70,1300000
86,3,3,87,48500000
73,2,1,72,1600000
70,3,2,69,750000
62,3,2,65,575000
68,4,2,69,825000
86,4,3,86,46000000
84,4,2,84,29000000
81,2,2,82,16500000
70,4,3,69,650000
68,3,3,68,375000
65,3,2,65,550000
63,3,2,64,300000
66,3,2,66,500000
71,3,3,71,1900000
75,3,2,75,4800000
74,2,3,74,4900000
67,3,2,66,400000
72,3,2,72,2100000
68,2,2,68,650000
66,3,3,66,650000
65,3,2,65,400000
74,2,3,72,2900000
67,3,2,67,575000
84,3,3,86,33000000
76,4,1,76,5500000
68,3,3,69,1100000
76,3,3,75,6500000
68,3,2,68,900000
85,4,4,86,43500000
82,3,3,81,14000000
70,3,3,71,2200000
64,3,3,64,425000
76,4,3,75,3100000
66,3,3,65,210000
77,2,2,79,9500000
68,3,3,69,1100000
62,3,2,62,270000
65,3,2,63,350000
76,3,2,77,4900000
85,4,4,84,31500000
72,3,4,73,4200000
72,3,2,72,2400000
70,3,2,69,750000
69,2,2,67,450000
69,4,3,69,1000000
62,2,1,62,170000
71,4,2,71,950000
73,3,2,71,1800000
63,5,2,61,140000
64,3,2,64,300000
66,4,3,66,200000
73,3,2,73,3200000
78,2,1,78,6500000
63,2,1,63,90000
68,3,2,67,375000
65,3,1,65,70000
69,3,1,72,1300000
67,3,2,66,150000
70,4,2,67,550000
74,3,2,73,1300000
68,3,2,67,450000
61,3,1,62,40000
65,3,2,65,160000
71,4,4,71,2400000
83,5,4,83,25000000
62,4,3,62,300000
67,4,3,67,775000
82,4,2,84,28000000
65,2,1,66,375000
64,2,2,64,350000
67,2,3,68,525000
61,2,1,61,160000
77,3,2,77,3600000
71,4,2,67,525000
62,3,3,60,70000
64,2,2,64,170000
66,4,2,66,425000
71,2,3,71,1900000
69,2,2,69,700000
74,2,4,74,3700000
78,5,3,77,0
81,3,3,85,27000000
63,2,2,64,350000
76,3,3,76,8000000
73,3,2,74,4300000
73,4,3,73,3900000
71,3,2,70,1500000
76,4,3,75,0
67,2,3,65,525000
65,4,2,64,240000
70,2,2,75,5500000
61,4,2,61,70000
79,3,2,79,10000000
70,2,2,71,1800000
61,3,2,66,0
72,3,2,73,3200000
72,3,2,70,1200000
66,2,1,67,500000
72,2,2,71,1800000
74,2,2,72,2400000
63,2,2,63,270000
84,5,4,84,31500000
74,3,2,73,2200000
65,2,3,65,325000
62,3,1,64,300000
66,2,2,66,475000
70,3,2,71,1400000
69,3,1,70,1000000
75,3,2,74,3200000
69,4,3,65,550000
65,2,2,66,425000
69,3,2,69,625000
67,3,3,66,375000
60,2,2,60,200000
70,3,2,71,1800000
77,3,2,77,7000000
68,3,2,68,825000
70,4,1,70,1200000
60,2,1,60,140000
70,3,3,70,1800000
64,3,2,62,290000
68,3,1,70,1200000
60,3,2,61,130000
69,3,2,68,675000
71,4,2,72,3200000
83,3,2,83,23500000
82,3,3,82,15000000
66,2,2,66,675000
72,2,3,73,3000000
60,3,2,56,50000
77,3,3,77,3400000
80,4,4,82,21000000
87,4,3,87,37500000
66,3,2,63,290000
62,2,1,59,90000
68,3,2,68,675000
75,2,2,75,5000000
79,2,2,82,14500000
60,2,1,61,130000
73,4,3,72,2400000
70,3,3,69,1100000
71,4,2,71,550000
62,3,2,63,210000
72,3,3,72,3200000
74,2,2,74,4200000
76,4,4,76,8000000
66,3,2,66,525000
68,3,3,69,1100000
75,3,2,76,6000000
71,2,2,71,1900000
76,3,2,76,5500000
74,3,2,74,5500000
61,3,2,61,240000
68,3,1,66,425000
73,3,1,74,3400000
71,2,2,71,2000000
65,2,2,66,500000
60,3,2,60,120000
52,2,2,60,180000
62,2,1,63,260000
58,3,2,55,70000
74,3,1,75,4500000
72,2,4,72,3100000
69,3,3,68,900000
88,3,2,88,40000000
82,2,1,82,13500000
81,3,2,77,6500000
63,4,2,65,525000
70,3,1,71,1600000
88,5,3,90,79000000
70,3,3,70,1900000
66,3,2,67,800000
70,4,2,69,600000
77,3,1,76,1800000
73,3,3,74,5500000
73,2,2,73,3100000
66,3,2,66,475000
62,2,2,62,300000
63,4,3,63,350000
62,3,3,61,260000
67,3,3,67,600000
63,4,2,63,375000
76,3,2,76,5000000
62,3,2,59,170000
69,3,3,76,7500000
74,2,1,75,2700000
70,1,1,69,675000
77,2,3,78,4000000
65,3,2,66,500000
65,3,1,65,350000
65,3,2,66,200000
66,3,2,66,475000
71,4,4,71,2100000
68,3,2,68,270000
65,3,3,71,2300000
73,3,2,74,4500000
77,3,2,77,6000000
68,3,2,69,1000000
78,3,2,79,8500000
77,3,3,77,7000000
70,4,1,69,725000
65,3,2,66,500000
64,2,2,65,500000
62,3,2,62,130000
77,3,4,77,8500000
62,3,2,62,270000
67,3,2,67,600000
74,3,3,74,5500000
69,2,1,68,550000
80,2,4,79,12000000
67,3,2,66,350000
76,2,2,77,7500000
77,3,3,77,9500000
64,3,2,65,425000
61,4,1,61,160000
70,3,1,72,1800000
61,3,3,61,240000
70,3,2,71,1800000
68,3,2,67,600000
68,4,4,67,825000
70,3,3,69,625000
77,4,3,76,8000000
73,3,2,73,2200000
69,3,2,68,600000
72,3,3,73,3500000
65,4,2,65,425000
60,2,1,60,150000
65,1,1,65,375000
78,3,3,78,10000000
77,4,3,80,11000000
68,4,3,67,675000
89,4,4,91,90500000
82,3,2,81,12000000
77,3,3,77,5000000
81,2,2,82,17000000
75,3,2,72,2900000
74,3,2,75,4900000
72,2,1,70,725000
73,4,4,72,3300000
71,3,2,71,2100000
76,3,2,76,7500000
67,2,1,67,525000
74,3,2,74,4300000
68,3,2,68,675000
70,3,2,70,1300000
71,2,2,70,1300000
81,3,2,82,18000000
66,3,2,70,875000
70,3,2,70,1400000
71,4,3,70,1500000
76,3,3,75,7000000
72,2,1,72,1900000
70,4,2,70,1800000
79,2,3,77,9500000
74,3,2,71,1900000
67,2,2,68,700000
72,4,4,72,3000000
74,4,3,73,3800000
65,3,3,68,675000
74,4,2,74,4600000
78,3,3,78,10000000
72,3,3,72,3100000
66,3,2,66,475000
71,2,2,70,1800000
73,3,2,72,2200000
62,2,3,63,350000
75,4,3,76,6500000
62,3,2,63,350000
69,4,3,67,725000
69,2,1,71,1600000
66,3,2,68,750000
80,5,3,81,18000000
69,3,2,69,750000
75,3,2,78,6500000
64,3,2,64,425000
82,3,1,82,13500000
81,4,3,81,13500000
77,3,3,78,8000000
70,2,1,71,1400000
65,4,2,65,550000
75,3,3,78,10500000
73,3,4,74,4600000
73,2,3,74,3800000
69,2,2,71,1000000
77,3,4,75,6500000
61,3,3,60,150000
73,2,3,72,3200000
61,2,3,67,350000
63,3,3,63,300000
72,3,3,74,4600000
59,2,1,61,130000
78,3,2,77,7000000
69,4,2,69,850000
69,2,2,70,1300000
74,3,1,73,2500000
78,4,4,77,9000000
68,3,2,68,675000
80,4,3,82,22000000
68,4,2,69,775000
76,5,2,76,8000000
74,4,2,74,4400000
63,3,3,64,450000
71,5,4,70,1800000
66,2,1,66,325000
68,2,2,68,700000
74,3,2,76,6000000
70,4,2,70,1600000
61,3,2,59,150000
70,2,3,72,3100000
65,3,1,66,400000
65,3,3,66,625000
79,2,1,79,7500000
70,3,2,70,1300000
61,3,2,63,375000
64,2,2,64,350000
66,3,3,66,475000
69,2,3,69,1100000
82,3,3,84,21500000
76,4,2,77,9000000
71,2,1,72,1900000
71,3,2,70,1400000
68,3,3,68,700000
66,3,1,66,425000
76,3,1,75,4000000
72,3,3,72,2000000
58,3,3,58,110000
75,2,2,75,5000000
66,4,3,65,525000
