Name,ValueUnified
Mauricio Lemos,10500000.00
Gastón Pereiro,10500000.00
Filip Krovinovic,10500000.00
Malang Sarr,10500000.00
Per Mertesacker,10000000.00
David Villa,10000000.00
Mehmet Topal,10000000.00
Alexandr Samedov,10000000.00
Yoann Gourcuff,10000000.00
Gabriel Paletta,10000000.00
Gustavo Cabral,10000000.00
Marco Ruben,10000000.00
Martin Škrtel,10000000.00
Jardel,10000000.00
Jonny Evans,10000000.00
Ryan Shawcross,10000000.00
Nuri Sahin,10000000.00
Fabricio,10000000.00
Granero,10000000.00
William Vainqueur,10000000.00
Raúl Bobadilla,10000000.00
Fabian Delph,10000000.00
Angelo Ogbonna,10000000.00
Claudio Yacob,10000000.00
Harry Arter,10000000.00
Joe Allen,10000000.00
Ron-Robert Zieler,10000000.00
Kieran Trippier,10000000.00
Leroy Fer,10000000.00
Maurício,10000000.00
Igor Smolnikov,10000000.00
Volkan Babacan,10000000.00
Nicolas Nkoulou,10000000.00
Alfred N'Diaye,10000000.00
Susaeta,10000000.00
Danny Latza,10000000.00
Ben Mee,10000000.00
Diego Reyes,10000000.00
Fontàs,10000000.00
Romain Hamouma,10000000.00
Andy Delort,10000000.00
Neto,10000000.00
Danny Ings,10000000.00
Daniel Caligiuri,10000000.00
Daniel Caligiuri,10000000.00
Daniel Caligiuri,10000000.00
Daniel Caligiuri,10000000.00
Jordan Ayew,10000000.00
Kara Mbodj,10000000.00
Kara Mbodj,10000000.00
Kara Mbodj,10000000.00
Kara Mbodj,10000000.00
Campaña,10000000.00
Pedro Obiang,10000000.00
Geoffrey Kondogbia,10000000.00
Martin Hinteregger,10000000.00
Federico Fernández,10000000.00
Federico Viviani,10000000.00
Terence Kongolo,10000000.00
Yassin Ayoub,10000000.00
Jordan Pickford,10000000.00
Portu,10000000.00
Takashi Inui,10000000.00
Jean-Paul Boëtius,10000000.00
Will Hughes,10000000.00
Jürgen Damm,10000000.00
Jordan Lukaku,10000000.00
Guido Pizarro,10000000.00
Munas Dabbur,10000000.00
Sam Larsson,10000000.00
Jonny,10000000.00
Ricardo Ferreira,10000000.00
Pedro Santos,10000000.00
Pedro Santos,10000000.00
Pedro Santos,10000000.00
Pedro Santos,10000000.00
Corentin Jean,10000000.00
Lazar Markovic,10000000.00
Riechedly Bazoer,10000000.00
Loïs Diony,10000000.00
Mohamed Elneny,10000000.00
Tin Jedvaj,10000000.00
Silvan Widmer,10000000.00
Morales,10000000.00
Morales,10000000.00
Morales,10000000.00
Morales,10000000.00
Bastos,10000000.00
Pedro Henrique,10000000.00
Óscar Romero,10000000.00
Antonio Barreca,10000000.00
Pau López,10000000.00
Pau López,10000000.00
Pau López,10000000.00
Pau López,10000000.00
Raúl,10000000.00
Emanuel Mammana,10000000.00
Godfred Donsah,10000000.00
Andrea Conti,10000000.00
Lucas Torreira,10000000.00
Karl Toko-Ekambi,10000000.00
Orbelín Pineda,10000000.00
Bruno Gaspar,10000000.00
Giovani Lo Celso,10000000.00
André Horta,10000000.00
Milot Rashica,10000000.00
Palhinha,10000000.00
Stefano Sensi,10000000.00
Louri Beretta,10000000.00
Formosandrinho,10000000.00
Joris Gnagnon,10000000.00
Burak Yilmaz,9500000.00
Jimmy Briand,9500000.00
James Milner,9500000.00
David Abraham,9500000.00
Jack Cork,9500000.00
Sergio Romero,9500000.00
Lucas Leiva,9500000.00
Adrián Ramos,9500000.00
Serdar Tasci,9500000.00
Sebastian Prödl,9500000.00
Nacho Monreal,9500000.00
Kiko Casilla,9500000.00
Stefano Okaka,9500000.00
Thomas Mangani,9500000.00
Marcelo,9500000.00
Marc Albrighton,9500000.00
Moussa Sissoko,9500000.00
Christian Noboa,9500000.00
Marcel Risse,9500000.00
Souza,9500000.00
Mehmet Ekici,9500000.00
Balenziaga,9500000.00
Tolgay Arslan,9500000.00
Pascal Groß,9500000.00
Javier Aquino,9500000.00
Steve Cook,9500000.00
Jaume Costa,9500000.00
Mattia Destro,9500000.00
Samu Saiz,9500000.00
Stefan Bell,9500000.00
Juan Manuel Iturbe,9500000.00
Sebá,9500000.00
Ramiro Funes Mori,9500000.00
Steven Berghuis,9500000.00
Benjamin Lecomte,9500000.00
Frederik Sørensen,9500000.00
Robbie Brady,9500000.00
Recio,9500000.00
Johannes Geis,9500000.00
Bobby Wood,9500000.00
Anthony Knockaert,9500000.00
Viktor Fischer,9500000.00
Christian Atsu,9500000.00
Jetro Willems,9500000.00
Amato Ciciretti,9500000.00
Luka Milivojevic,9500000.00
Roger,9500000.00
Nathan Aké,9500000.00
Mattheus Oliveira,9500000.00
Rachid Ghezzal,9500000.00
Ricardo Kishna,9500000.00
Danilo Cataldi,9500000.00
Robert Beric,9500000.00
Facundo Ferreyra,9500000.00
Alex Iwobi,9500000.00
Youssouf Sabaly,9500000.00
Marco Sportiello,9500000.00
Wendell,9500000.00
Jonathan Calleri,9500000.00
Mahmoud Abdel Moneim,9500000.00
Munir,9500000.00
Alex Alegría,9500000.00
Valentin Vada,9500000.00
Miloš Jojic,9500000.00
Martin Ødegaard,9500000.00
Moussa Marega,9500000.00
Matheus Pereira,9500000.00
Riad Bajic,9500000.00
Ramadan Sobhi,9500000.00
Aarón Martín,9500000.00
Omar Kharbin,9500000.00
Bruno Xadas,9500000.00
Moyá,9000000.00
Blerim Džemaili,9000000.00
Fernando Belluschi,9000000.00
Dani Alves,9000000.00
Ibrahim Afellay,9000000.00
Christian Gentner,9000000.00
Stefan Radu,9000000.00
Scott Sinclair,9000000.00
Cristian Ansaldi,9000000.00
Claudio Bravo,9000000.00
Matías Fernández,9000000.00
Felipe Caicedo,9000000.00
David Ospina,9000000.00
Branislav Ivanovic,9000000.00
Sam Vokes,9000000.00
Eric Maxim Choupo-Moting,9000000.00
Simon Terodde,9000000.00
Mehdi Carcela-González,9000000.00
Younousse Sankharé,9000000.00
Michael Lang,9000000.00
Romain Alessandrini,9000000.00
Fabio Borini,9000000.00
Keisuke Honda,9000000.00
Alberto Paloschi,9000000.00
Mame Diouf,9000000.00
Rafael Tolói,9000000.00
Admir Mehmedi,9000000.00
Aleksandar Dragovic,9000000.00
Rafael,9000000.00
Luuk de Jong,9000000.00
Benjamin André,9000000.00
Bruno César,9000000.00
Maxime Lestienne,9000000.00
Marc Muniesa,9000000.00
Koen Casteels,9000000.00
Pontus Jansson,9000000.00
Montoya,9000000.00
Enzo Pérez,9000000.00
Adrien Regattin,9000000.00
Ioannis Fetfatzidis,9000000.00
Jens Toornstra,9000000.00
Benjamin Stambouli,9000000.00
Billy Ketkeophomphone,9000000.00
Raúl Navas,9000000.00
Raúl Navas,9000000.00
Raúl Navas,9000000.00
Raúl Navas,9000000.00
Florentin Pogba,9000000.00
Sergio León,9000000.00
Jordy Clasie,9000000.00
Alan Patrick,9000000.00
Bruno,9000000.00
Lukas Rupp,9000000.00
Muhamed Bešic,9000000.00
Cristiano Piccini,9000000.00
Jeffrey Gouweleeuw,9000000.00
Welthon,9000000.00
Adrien Trebel,9000000.00
Santiago Arias,9000000.00
Raúl Ruidíaz,9000000.00
Leonardo Pavoletti,9000000.00
Marko Livaja,9000000.00
Stefanos Kapino,9000000.00
Nathaniel Chalobah,9000000.00
Calum Chambers,9000000.00
Erik Durm,9000000.00
Gabriel,9000000.00
Ahmed Hassan,9000000.00
Rodolfo Pizarro,9000000.00
Chancel Mbemba,9000000.00
Manquillo,9000000.00
Gianluca Lapadula,9000000.00
André Hahn,9000000.00
Florian Niederlechner,9000000.00
Felipe Mora,9000000.00
Pierre-Emile Højbjerg,9000000.00
Éder Balanta,9000000.00
Sebastián Pérez,9000000.00
Lucas Zelarayán,9000000.00
Deniz Türüç,9000000.00
Burgui,9000000.00
Aleksandar Mitrovic,9000000.00
Víctor García,9000000.00
Yuya Kubo,9000000.00
Lukas Lerager,9000000.00
José Luis Gómez,9000000.00
Bruno Varela,9000000.00
Bongani Zungu,9000000.00
Enner Valencia,9000000.00
Patrick Roberts,9000000.00
Enes Ünal,9000000.00
François Kamano,9000000.00
Ivan Ordets,9000000.00
Lekue,9000000.00
Steven Bergwijn,9000000.00
Gonzalo Martínez,9000000.00
Aminu Umar,9000000.00
Andrey Lunev,9000000.00
Theo Hernández,9000000.00
Pedrinho,9000000.00
Tanguy Ndombele,9000000.00
Stephan Lichtsteiner,8500000.00
Aaron Lennon,8500000.00
Mauro Zárate,8500000.00
Andreas Granqvist,8500000.00
Jérémy Ménez,8500000.00
Lukasz Fabianski,8500000.00
Óscar Trejo,8500000.00
Pontus Wernbloom,8500000.00
Jonathan De Guzmán,8500000.00
Ruud Vormer,8500000.00
Loïc Rémy,8500000.00
Håvard Nordtveit,8500000.00
Max Gradel,8500000.00
Ivelin Popov,8500000.00
Gaël Kakuta,8500000.00
Elías Hernández,8500000.00
Christian Stuani,8500000.00
Cheikhou Kouyaté,8500000.00
Etrit Berisha,8500000.00
Marwin Hitz,8500000.00
Tomás Rincón,8500000.00
Chris Wood,8500000.00
André Pinto,8500000.00
Jano Ananidze,8500000.00
Ishak Belfodil,8500000.00
Dorlan Pabón,8500000.00
Teófilo Gutiérrez,8500000.00
Callum Wilson,8500000.00
Jonas Martin,8500000.00
Aymen Abdennour,8500000.00
Zakaria Labyad,8500000.00
Nampalys Mendy,8500000.00
João Pedro,8500000.00
Roberto Inglese,8500000.00
Wilson Eduardo,8500000.00
Timor,8500000.00
Hans Vanaken,8500000.00
Jeff Hendrick,8500000.00
Ismaily,8500000.00
Ismaily,8500000.00
Ismaily,8500000.00
Ismaily,8500000.00
Dmitriy Poloz,8500000.00
David López,8500000.00
Remo Freuler,8500000.00
Jérôme Roussillon,8500000.00
Álvaro,8500000.00
Baptiste Reynet,8500000.00
Baptiste Reynet,8500000.00
Baptiste Reynet,8500000.00
Baptiste Reynet,8500000.00
Mário Rui,8500000.00
Mauricio Pereyra,8500000.00
Salvador Agra,8500000.00
Soualiho Meïté,8500000.00
Valeri Qazaishvili,8500000.00
Dwight Gayle,8500000.00
Zouhair Feddal,8500000.00
Stefano Denswil,8500000.00
Mattia De Sciglio,8500000.00
Joël Veltman,8500000.00
Petros Mantalos,8500000.00
Andreas Samaris,8500000.00
Christopher Jullien,8500000.00
Omar Mascarell,8500000.00
Fahad Al Muwallad,8500000.00
Tiago Volpi,8500000.00
Tiago Volpi,8500000.00
Tiago Volpi,8500000.00
Tiago Volpi,8500000.00
Emerson,8500000.00
Pablo De Blasis,8500000.00
Paolo Hurtado,8500000.00
Pione Sisto,8500000.00
Dominik Kohr,8500000.00
Rodrigo De Paul,8500000.00
Josué,8500000.00
Jefferson Lerma,8500000.00
Daniel Torres,8500000.00
Jean-Philippe Gbamin,8500000.00
Alireza Jahanbakhsh,8500000.00
Léo Dubois,8500000.00
Franco Mussis,8500000.00
Rafa Soares,8500000.00
Sebastián Cristóforo,8500000.00
Diego Rico,8500000.00
Mislav Oršic,8500000.00
Germán Conti,8500000.00
Manuel Locatelli,8500000.00
Ömer Ali Sahiner,8500000.00
Ozan Tufan,8500000.00
Maxime Lopez,8500000.00
Sofyan Amrabat,8500000.00
Gonçalo Guedes,8500000.00
Andrés Ibargüen,8500000.00
Sabin Merino,8500000.00
Kieran Tierney,8500000.00
Viktor Kovalenko,8500000.00
Pierre Lees-Melou,8500000.00
Ronaldo Cabrais,8500000.00
Ádám Nagy,8500000.00
Yusuf Yazici,8500000.00
Ruslan Malinovskyi,8500000.00
Cengiz Ünder,8500000.00
Marc Roca,8500000.00
David Neres,8500000.00
Jermain Defoe,8000000.00
Vágner Love,8000000.00
Michael Bradley,8000000.00
Jefferson Farfán,8000000.00
Dušan Basta,8000000.00
Salvatore Sirigu,8000000.00
Ari,8000000.00
Jay Rodriguez,8000000.00
Perparim Hetemaj,8000000.00
Joselu,8000000.00
Jelle Vossen,8000000.00
Jozy Altidore,8000000.00
Bryan Ruíz,8000000.00
Vieirinha,8000000.00
Miguel Layún,8000000.00
Mosquera,8000000.00
Ola Kamara,8000000.00
Miralem Sulejmani,8000000.00
Damien Da Silva,8000000.00
Albin Ekdal,8000000.00
Koo Ja Cheol,8000000.00
Valentin Stocker,8000000.00
Yuri,8000000.00
Nils Petersen,8000000.00
Mariano,8000000.00
Aleksandar Kolarov,8000000.00
Kwadwo Asamoah,8000000.00
Clément Grenier,8000000.00
Maicon,8000000.00
Juanfran,8000000.00
Jonathan Kodjia,8000000.00
Julian Baumgartlinger,8000000.00
Tom Cleverley,8000000.00
Yoric Ravet,8000000.00
Ryan Mason,8000000.00
Daniel Ginczek,8000000.00
Emmanuel Badu,8000000.00
Kike,8000000.00
Carlos Eduardo,8000000.00
Maxime Le Marchand,8000000.00
Alan Pulido,8000000.00
Christian Clemens,8000000.00
Arnaud Souquet,8000000.00
Rémy Cabella,8000000.00
Diafra Sakho,8000000.00
Shinji Okazaki,8000000.00
Adrián,8000000.00
Fransérgio,8000000.00
Alfreð Finnbogason,8000000.00
Serdar Gürler,8000000.00
Mexer,8000000.00
Róbert Mak,8000000.00
Saphir Taïder,8000000.00
Mathew Ryan,8000000.00
Ibai Gómez,8000000.00
Renato Neto,8000000.00
Agustín Marchesín,8000000.00
Agustín Marchesín,8000000.00
Agustín Marchesín,8000000.00
Agustín Marchesín,8000000.00
Stuart Armstrong,8000000.00
Leigh Griffiths,8000000.00
Jota Peleteiro,8000000.00
Fabián Castillo,8000000.00
Santiago García,8000000.00
Alberto Moreno,8000000.00
Luís Hernández,8000000.00
Jordan Ferri,8000000.00
Eduardo Vargas,8000000.00
Filipe Augusto,8000000.00
Robin Quaison,8000000.00
Marten de Roon,8000000.00
Nawaf Al Abed,8000000.00
Pacheco,8000000.00
Garry Mendes Rodrigues,8000000.00
Björn Engels,8000000.00
Alexandru Maxim,8000000.00
Moussa Konaté,8000000.00
Ibrahim Amadou,8000000.00
Lewis Baker,8000000.00
Jorrit Hendrix,8000000.00
Daniel Amartey,8000000.00
Rémi Walter,8000000.00
Frank Fabra,8000000.00
Alexey Miranchuk,8000000.00
Jeremy Toljan,8000000.00
Martín Benítez,8000000.00
Gino Peruzzi,8000000.00
Ayoze Pérez,8000000.00
Federico Carrizo,8000000.00
Andrew Robertson,8000000.00
Salih Uçan,8000000.00
Moses Simon,8000000.00
Genki Haraguchi,8000000.00
Didier Ndong,8000000.00
Diego Carlos,8000000.00
Edgar Méndez,8000000.00
Luca Rizzo,8000000.00
Jorge Figal,8000000.00
Léo Bonatini,8000000.00
Nico Elvedi,8000000.00
Enzo Crivelli,8000000.00
Andrés Cubas,8000000.00
Danilo,8000000.00
Mikel Merino,8000000.00
David García,8000000.00
Irfan Can Kahveci,8000000.00
Georgiy Dzhikiya,8000000.00
Sidney Pessinho,8000000.00
Çaglar Söyüncü,8000000.00
Odriozola,8000000.00
Ghislain Konan,8000000.00
Kai Havertz,8000000.00
Carlos Idriss Kameni,7500000.00
Guillermo Ochoa,7500000.00
Antonio Mirante,7500000.00
Xabi Prieto,7500000.00
Igor Akinfeev,7500000.00
Per Ciljan Skjelbred,7500000.00
Scott Dann,7500000.00
Aaron Hunt,7500000.00
Javi García,7500000.00
Agirretxe,7500000.00
Ismael Sosa,7500000.00
Ignazio Abate,7500000.00
Salvatore Bocchetti,7500000.00
Shane Long,7500000.00
Lasse Schøne,7500000.00
Sven Kums,7500000.00
Martin Harnik,7500000.00
Kamil Grosicki,7500000.00
Etienne Capoue,7500000.00
Lee Nguyen,7500000.00
Adrián González,7500000.00
Brian Sarmiento,7500000.00
Ciaran Clark,7500000.00
Fabian Frei,7500000.00
Roberto,7500000.00
Anthony Mounier,7500000.00
Siem de Jong,7500000.00
Bernardo Espinosa,7500000.00
Carlos Zambrano,7500000.00
Denis Glushakov,7500000.00
Aatif Chahechouhe,7500000.00
Daryl Janmaat,7500000.00
Abel Hernández,7500000.00
Miguel Lopes,7500000.00
Jake Livermore,7500000.00
Bruno Fornaroli,7500000.00
Davide Santon,7500000.00
Éder,7500000.00
Kévin Théophile-Catherine,7500000.00
Fredy Montero,7500000.00
Valon Berisha,7500000.00
Edwin Cardona,7500000.00
Haris Seferovic,7500000.00
André Almeida,7500000.00
Laguardia,7500000.00
Florian Kainz,7500000.00
Sérgio Oliveira,7500000.00
Josip Drmic,7500000.00
Bryan Dabo,7500000.00
Lewis Dunk,7500000.00
Adam Maher,7500000.00
Juan Jesus,7500000.00
Liam Moore,7500000.00
Alhassan Wakaso,7500000.00
Ravel Morrison,7500000.00
Ryder,7500000.00
Nemanja Nikolic,7500000.00
Ermin Bicakcic,7500000.00
Benik Afobe,7500000.00
Jasmin Kurtic,7500000.00
Thievy,7500000.00
Koffi Djidji,7500000.00
Julian Korb,7500000.00
Ole Kristian Selnæs,7500000.00
Okay Yokuslu,7500000.00
Marcelo,7500000.00
Vlad Chiriches,7500000.00
Moi Gómez,7500000.00
Roberto Torres,7500000.00
Renan Bressan,7500000.00
Insua,7500000.00
Tobias Strobl,7500000.00
Oussama Tannane,7500000.00
Matheus,7500000.00
Romain Saïss,7500000.00
Guilherme,7500000.00
Mikel Agu,7500000.00
Albert Rusnák,7500000.00
Darwin Machís,7500000.00
Louis Schaub,7500000.00
Douglas Santos,7500000.00
Nikos Karelis,7500000.00
Rubén Blanco,7500000.00
Frederico Venâncio,7500000.00
Ricardo Centurión,7500000.00
Pere Pons,7500000.00
Nicolae Stanciu,7500000.00
Yannick Gerhardt,7500000.00
Ivan Cavaleiro,7500000.00
José Sá,7500000.00
Avilés Hurtado,7500000.00
Medrán,7500000.00
Arthur Masuaku,7500000.00
Tozé,7500000.00
Diego Valdés,7500000.00
Guillermo Celis,7500000.00
Pablo Pérez,7500000.00
Édson Puch,7500000.00
Jonathan Silva,7500000.00
Ignacio Fernández,7500000.00
Daley Sinkgraven,7500000.00
Anwar El Ghazi,7500000.00
Fábio Sturgeon,7500000.00
Firmin Ndombe Mubele,7500000.00
Baptiste Santamaria,7500000.00
Simone Scuffet,7500000.00
Abdelhak Nouri,7500000.00
Lee Jae Sung,7500000.00
Thomas Touré,7500000.00
Timo Baumgartl,7500000.00
Ramy Bensebaini,7500000.00
Mimoun Mahi,7500000.00
Florian Grillitsch,7500000.00
Laure Santeiro,7500000.00
Dênildo Stein,7500000.00
Nicholas Aldair,7500000.00
Emre Akbaba,7500000.00
Casimir Ninga,7500000.00
Tammy Abraham,7500000.00
Gaku Shibasaki,7500000.00
Vukasin Jovanovic,7500000.00
Tranquillo Barnetta,7000000.00
René Adler,7000000.00
Gonzalo Rodríguez,7000000.00
Pablo Zabaleta,7000000.00
Muhammet Demir,7000000.00
Thomas Vermaelen,7000000.00
Alexandre Song,7000000.00
Dante,7000000.00
James Morrison,7000000.00
Jakub Blaszczykowski,7000000.00
Fernando Gago,7000000.00
Alan Kasaev,7000000.00
Federico Higuaín,7000000.00
Rafinha,7000000.00
Lee Cattermole,7000000.00
Tim Krul,7000000.00
Fraser Forster,7000000.00
James Tomkins,7000000.00
Nabil Dirar,7000000.00
Charles Kaboré,7000000.00
Mapou Yanga-M'Biwa,7000000.00
Roberto Rosales,7000000.00
Giovanni Sio,7000000.00
Neven Subotic,7000000.00
Lamine Koné,7000000.00
Sergio Tejera,7000000.00
Ricky van Wolfswinkel,7000000.00
Geoffrey Bia,7000000.00
Andrea Poli,7000000.00
Matt Ritchie,7000000.00
Franco Di Santo,7000000.00
Ivan Radovanovic,7000000.00
Stefan Johansen,7000000.00
Dayro Moreno,7000000.00
Paul-José Mpoku,7000000.00
Wanderson,7000000.00
Mubarak Wakaso,7000000.00
Riccardo Meggiorini,7000000.00
Michel Macedo,7000000.00
Nélson Oliveira,7000000.00
Bastian Oczipka,7000000.00
Víctor Vázquez,7000000.00
Aaron Cresswell,7000000.00
Kiko Femenía,7000000.00
Steven Zuber,7000000.00
Nicola Rigoni,7000000.00
Tony Jantschke,7000000.00
Isaac Brizuela,7000000.00
Omar Elabdellaoui,7000000.00
Takashi Usami,7000000.00
Luciano Narsingh,7000000.00
Artur Ionita,7000000.00
Marco Rojas,7000000.00
Nemanja Pejcinovic,7000000.00
Francesco Bardi,7000000.00
Filip Ðuricic,7000000.00
Maxim Kanunnikov,7000000.00
Papy Djilobodji,7000000.00
Celso Ortíz,7000000.00
Pierre-Michel Lasogga,7000000.00
Abdul Majeed Waris,7000000.00
Nicolas Isimat-Mirin,7000000.00
Luna,7000000.00
Gálvez,7000000.00
Josué,7000000.00
Luca Caldirola,7000000.00
Tom Ince,7000000.00
Moritz Leitner,7000000.00
Afriyie Acquah,7000000.00
Rasmus Falk Jensen,7000000.00
Samu García,7000000.00
Darlington Nagbe,7000000.00
Konstantinos Stafylidis,7000000.00
Timmy Chandler,7000000.00
Willy Boly,7000000.00
Neeskens Kebano,7000000.00
Robin Knoche,7000000.00
Jamaal Lascelles,7000000.00
Tomáš Vaclík,7000000.00
Luís Neto,7000000.00
Benjamin van Leer,7000000.00
Toni Leistner,7000000.00
Ousmane Dramé,7000000.00
Yvon Mvogo,7000000.00
Sergiy Kryvtsov,7000000.00
Simon Falette,7000000.00
Marçal,7000000.00
Tom Rogic,7000000.00
Oumar Niasse,7000000.00
Ryan Gauld,7000000.00
Matías Britos,7000000.00
Hany Mukhtar,7000000.00
Fabian Schär,7000000.00
Ridgeciano Haps,7000000.00
Marcel Halstenberg,7000000.00
Marc-Oliver Kempf,7000000.00
Rubén Peña,7000000.00
Darko Lazovic,7000000.00
Thomas Strakosha,7000000.00
Enzo Roco,7000000.00
Adama Niane,7000000.00
Óscar Duarte,7000000.00
Fábio Cardoso,7000000.00
Adama,7000000.00
Felipe Pardo,7000000.00
Wilmar Barrios,7000000.00
Carlos Izquierdoz,7000000.00
Anderson Plata,7000000.00
Gustavo Gómez,7000000.00
Ezequiel Cerutti,7000000.00
Tana,7000000.00
Jason Denayer,7000000.00
Lovre Kalinic,7000000.00
Nikola Vukcevic,7000000.00
Jaïro Riedewald,7000000.00
Josh Onomah,7000000.00
Walace,7000000.00
Robert Bauer,7000000.00
Derrick Luckassen,7000000.00
Emiliano Velázquez,7000000.00
Denis Zakaria,7000000.00
Jorge,7000000.00
César Montes,7000000.00
Tom Davies,7000000.00
Eltildo Correia,7000000.00
Dani Rochelinhas,7000000.00
Fabrio Farinha,7000000.00
Allan Bardinho,7000000.00
Ailton Guevara,7000000.00
Adilson Edrada,7000000.00
Mouctar Diakhaby,7000000.00
Gojko Cimirot,7000000.00
Lato,7000000.00
Santiago Ascacibar,7000000.00
Milan Škriniar,7000000.00
Federico Ricca,7000000.00
Ismaïla Sarr,7000000.00
Gelson Dala,7000000.00
Justin Kluivert,7000000.00
Robin van Persie,6500000.00
Samuel Eto'o,6500000.00
Michel Vorm,6500000.00
Kaká,6500000.00
Andriy Pyatov,6500000.00
Steven Davis,6500000.00
Robert Snodgrass,6500000.00
Ryan Babel,6500000.00
Michael Krohn-Dehli,6500000.00
Abraham,6500000.00
Oleg Ivanov,6500000.00
Rasmus Elm,6500000.00
Omar Ramos,6500000.00
Kenneth Vermeer,6500000.00
Fábio Coentrão,6500000.00
Naldo,6500000.00
James McArthur,6500000.00
Castán,6500000.00
Luca Cigarini,6500000.00
Nathan Dyer,6500000.00
Adrián,6500000.00
Ola Toivonen,6500000.00
Alessio Cerci,6500000.00
Marko Marin,6500000.00
Eren Derdiyok,6500000.00
Guilherme,6500000.00
Martín Cáceres,6500000.00
Jack Rodwell,6500000.00
Mathias Jørgensen,6500000.00
Nabil El Zhar,6500000.00
Facundo Roncaglia,6500000.00
Jonathan Biabiany,6500000.00
Ádám Szalai,6500000.00
Patrick van Aanholt,6500000.00
Levan Mchedlidze,6500000.00
Filip Ðordevic,6500000.00
Matías Suárez,6500000.00
Dani Pacheco,6500000.00
Volkan Sen,6500000.00
